3374,673,2.63087
5953,3082,3.29498
1812,2044,2.33174
1908,292,3.31937
5787,2804,4.21834
2173,2917,4.07541
544,1204,4.45974
4783,50,4.55321
1724,207,3.14695
3746,223,4.01925
5795,786,2.92625
649,356,4.15308
6037,1407,3.39718
3371,3260,3.77012
392,2795,3.87792
4169,3896,3.25407
3373,3753,3.85792
317,2804,4.21027
5636,745,4.58055
1632,3362,3.97327
300,2020,3.86973
1367,3703,3.62785
1163,3535,3.22236
5074,1554,3.41109
1896,3419,2.85158
4170,3198,4.10337
5278,1375,3.39718
1465,2750,3.67768
4979,2454,3.26346
1605,590,3.96347
3607,2248,3.94665
2567,252,3.15147
4020,1198,4.62358
1002,1729,3.76587
4412,2712,3.00382
3808,1544,2.99159
1440,161,3.66403
4160,1301,4.04872
1128,541,4.32571
2085,1884,3.35041
5476,3654,3.899
5464,1387,3.98948
1706,1281,4.0404
5797,165,3.40503
1561,3095,4.07087
4447,2010,4.15946
4824,3686,3.20586
1447,435,2.50369
4541,3827,3.44489
4607,955,4.10727
5300,2384,3.45014
439,1302,4.04271
1605,1031,3.48391
4457,3152,4.06197
628,141,3.63594
2819,260,4.43181
5974,2114,3.50862
1866,333,3.51157
2100,2088,2.62132
1624,507,3.61838
2110,1617,4.19224
4643,2692,4.24329
5727,2858,4.37451
5403,2087,3.22891
5435,3730,4.18733
3224,832,3.29078
5001,339,3.69251
1736,2150,3.64971
2064,1952,4.17989
4447,3634,4.25501
134,112,3.42956
3032,2490,3.4821
2030,916,4.13589
3685,1732,3.95602
2016,153,2.71819
710,2324,4.32365
2199,2828,1.89232
1820,185,2.73585
2750,2946,3.76636
1015,1212,4.50306
5766,3565,3.28459
2072,2208,4.32046
5305,912,4.37374
1998,300,3.72342
1579,3591,3.3586
3808,427,2.35128
385,3793,3.91434
2631,1919,3.21723
5992,2961,2.80978
3099,1206,3.81379
430,339,3.57691
3806,3694,1.79825
770,2379,2.32386
5837,1027,3.19791
367,3099,3.20094
2109,3039,3.78813
3080,1783,2.64933
4840,3100,3.78984
4726,2581,3.0685
2109,520,2.80789
5482,1093,3.46973
2330,1262,4.33226
2764,2312,3.75288
524,1050,3.74302
2237,35,3.36994
5746,2683,3.44238
2419,468,3.20639
1521,25,3.72242
1731,1259,4.04441
4607,1277,3.95256
4478,2134,3.3638
549,919,4.24081
5531,2993,3.75702
4001,3388,2.74138
1695,1373,2.51448
2683,2108,3.62907
3539,3422,3.40096
1693,594,3.93911
777,1167,3.14375
3804,1982,3.95175
212,2518,3.48162
3858,2140,3.69023
2941,1211,4.26488
2752,2474,3.48884
3918,2707,3.39782
3018,733,3.6457
4007,3945,1.25474
563,3658,3.82801
5081,1265,3.98127
921,2571,4.39161
2190,2394,3.48975
3705,2801,3.47859
4048,2565,4.09526
2304,1089,4.18162
5367,479,2.66705
1884,708,3.32326
5361,318,4.54451
5948,1198,4.44124
