3374,673,2.63083
5953,3082,3.29512
1812,2044,2.33202
1908,292,3.3189
5787,2804,4.21845
2173,2917,4.07496
544,1204,4.45963
4783,50,4.55307
1724,207,3.14721
3746,223,4.01906
5795,786,2.92643
649,356,4.15311
6037,1407,3.39801
3371,3260,3.77035
392,2795,3.87767
4169,3896,3.2543
3373,3753,3.85797
317,2804,4.21025
5636,745,4.58055
1632,3362,3.97312
300,2020,3.86962
1367,3703,3.62787
1163,3535,3.22311
5074,1554,3.41103
1896,3419,2.85177
4170,3198,4.10369
5278,1375,3.39731
1465,2750,3.67776
4979,2454,3.2635
1605,590,3.9636
3607,2248,3.94672
2567,252,3.15156
4020,1198,4.62347
1002,1729,3.7657
4412,2712,3.00368
3808,1544,2.99185
1440,161,3.66419
4160,1301,4.0486
1128,541,4.32574
2085,1884,3.3503
5476,3654,3.8993
5464,1387,3.98955
1706,1281,4.04078
5797,165,3.4052
1561,3095,4.07234
4447,2010,4.15939
4824,3686,3.20575
1447,435,2.50401
4541,3827,3.44484
4607,955,4.10727
5300,2384,3.44986
439,1302,4.04271
1605,1031,3.48382
4457,3152,4.06202
628,141,3.63576
2819,260,4.43244
5974,2114,3.50875
1866,333,3.51145
2100,2088,2.62147
1624,507,3.61832
2110,1617,4.19241
4643,2692,4.24322
5727,2858,4.3741
5403,2087,3.23133
5435,3730,4.18751
3224,832,3.29088
5001,339,3.69287
1736,2150,3.64951
2064,1952,4.17989
4447,3634,4.25505
134,112,3.42953
3032,2490,3.4821
2030,916,4.13589
3685,1732,3.95569
2016,153,2.71788
710,2324,4.3235
2199,2828,1.8931
1820,185,2.7361
2750,2946,3.76653
1015,1212,4.50306
5766,3565,3.28462
2072,2208,4.32042
5305,912,4.37445
1998,300,3.72359
1579,3591,3.35855
3808,427,2.35135
385,3793,3.91403
2631,1919,3.21755
5992,2961,2.80998
3099,1206,3.81378
430,339,3.57729
3806,3694,1.7977
770,2379,2.32373
5837,1027,3.1979
367,3099,3.20032
2109,3039,3.78805
3080,1783,2.64989
4840,3100,3.78964
4726,2581,3.06862
2109,520,2.80803
5482,1093,3.46979
2330,1262,4.33238
2764,2312,3.75279
524,1050,3.74314
2237,35,3.36988
5746,2683,3.44219
2419,468,3.20643
1521,25,3.72242
1731,1259,4.04435
4607,1277,3.95255
4478,2134,3.36384
549,919,4.24103
5531,2993,3.75728
4001,3388,2.7417
1695,1373,2.51483
2683,2108,3.62922
3539,3422,3.40082
1693,594,3.93932
777,1167,3.14381
3804,1982,3.95151
212,2518,3.48184
3858,2140,3.69042
2941,1211,4.26474
2752,2474,3.48871
3918,2707,3.39797
3018,733,3.64579
4007,3945,1.25521
563,3658,3.82821
5081,1265,3.98138
921,2571,4.39135
2190,2394,3.48974
3705,2801,3.47848
4048,2565,4.09514
2304,1089,4.18168
5367,479,2.66701
1884,708,3.32345
5361,318,4.54485
5948,1198,4.44161
4362,3253,3.67557
5504,1882,2.19438
